1539435408.000000, IBI
95.895015,0.484397
119.036699,0.578151
202.649901,0.390643
203.009293,0.359391
203.431187,0.421894
226.604123,0.312514
347.000259,0.390643
350.797308,0.437520
429.004013,0.421894
560.369401,0.343766
560.697541,0.328140
701.219598,0.453146
701.688370,0.468771
763.097430,0.531274
803.833670,0.421894
804.193062,0.359391
817.818685,0.468771
852.945293,0.484397
1024.187507,0.531274
1091.112445,0.484397
1225.446719,0.359391
1263.557839,0.359391
1263.917230,0.359391
1264.245370,0.328140
1278.558525,0.359391
1356.124576,0.343766
1356.437090,0.312514
1356.812107,0.375017
1365.781268,0.421894
1392.891884,0.375017
1436.065735,0.640654
1436.800144,0.734409
1437.347044,0.546900
1441.425355,0.546900
1441.987881,0.562526
1442.425401,0.437520
1442.987927,0.562526
1443.550453,0.562526
1444.097353,0.546900
1444.519247,0.421894
1448.066284,0.484397
1448.628810,0.562526
1449.175710,0.546900
1449.738236,0.562526
1452.128970,0.421894
1456.113528,0.453146
1456.566674,0.453146
1457.176076,0.609403
1457.629222,0.453146
1458.113619,0.484397
1458.723022,0.609403
1459.301174,0.578151
1464.270151,0.515649
1464.801425,0.531274
1465.348325,0.546900
1465.863974,0.515649
1466.270243,0.406269
1481.880332,0.562526
1482.505361,0.625029
1483.161641,0.656280
1483.724167,0.562526
1490.365096,0.531274
1490.896370,0.531274
1491.568276,0.671906
1501.943751,0.546900
1502.459399,0.515649
1503.006299,0.546900
1503.521948,0.515649
1504.084474,0.562526
1504.725128,0.640654
1505.256402,0.531274
1505.850179,0.593777
1506.381454,0.531274
1506.975231,0.593777
1507.428377,0.453146
1510.803531,0.531274
1511.319180,0.515649
1514.053680,0.609403
1514.569329,0.515649
1515.194357,0.625029
1515.710006,0.515649
1516.272532,0.562526
1516.741303,0.468771
1517.303829,0.562526
1517.928857,0.625029
1518.444506,0.515649
1519.053909,0.609403
1519.553932,0.500023
1520.132083,0.578151
1520.600855,0.468771
1521.179006,0.578151
1521.725906,0.546900
1522.304058,0.578151
1525.022932,0.500023
1525.601084,0.578151
1526.179235,0.578151
1526.773012,0.593777
1527.273035,0.500023
1527.866812,0.593777
1528.429338,0.562526
1529.007489,0.578151
1529.507512,0.500023
1530.070038,0.562526
1530.648190,0.578151
1531.163838,0.515649
1534.554618,0.625029
1535.023390,0.468771
1535.570290,0.546900
1536.179693,0.609403
1536.757844,0.578151
1537.273493,0.515649
1537.867270,0.593777
1538.367293,0.500023
1538.914193,0.546900
1539.492344,0.578151
1540.007993,0.515649
1540.617396,0.609403
1541.133044,0.515649
1541.679945,0.546900
1542.242470,0.562526
1542.820622,0.578151
1543.351896,0.531274
1543.930048,0.578151
1544.383193,0.453146
1544.961345,0.578151
1545.664502,0.703157
1550.664731,0.687531
1553.367980,0.578151
1553.914880,0.546900
1554.446154,0.531274
1555.008680,0.562526
1555.571205,0.562526
1556.118105,0.546900
1556.743134,0.625029
1559.399506,0.562526
1560.008909,0.609403
1560.555809,0.546900
1561.133960,0.578151
1561.649609,0.515649
1562.149632,0.500023
1562.743409,0.593777
1563.212180,0.468771
1565.509160,0.546900
1566.071686,0.562526
1566.587335,0.515649
1567.181112,0.593777
1567.665509,0.484397
1568.212409,0.546900
1568.759309,0.546900
1569.290583,0.531274
1569.868735,0.578151
1570.415635,0.546900
1570.931283,0.515649
1571.509435,0.578151
1572.071961,0.562526
1572.556358,0.484397
1573.134509,0.578151
1573.650158,0.515649
1574.165807,0.515649
1574.697081,0.531274
1575.337735,0.640654
1575.837758,0.500023
1576.384658,0.546900
1576.962810,0.578151
1577.431581,0.468771
1579.712935,0.609403
1580.244210,0.531274
1580.806736,0.562526
1581.353636,0.546900
1581.931787,0.578151
1582.447436,0.515649
1583.009961,0.562526
1583.588113,0.578151
1584.088136,0.500023
1584.650661,0.562526
1585.181936,0.531274
1585.744462,0.562526
1586.260110,0.515649
1586.775759,0.515649
1587.400787,0.625029
1587.932062,0.531274
1588.478962,0.546900
1590.760316,0.531274
1591.322842,0.562526
1591.885368,0.562526
1592.416642,0.531274
1592.979168,0.562526
1593.494816,0.515649
1594.119845,0.625029
1596.682462,0.562526
1597.182485,0.500023
1597.745011,0.562526
1598.307537,0.562526
1598.901314,0.593777
1599.370085,0.468771
1599.979488,0.609403
1600.510762,0.531274
1601.073288,0.562526
1601.651440,0.578151
1602.135837,0.484397
1602.713988,0.578151
1603.292140,0.578151
1603.776537,0.484397
1604.370314,0.593777
1604.917214,0.546900
1605.464114,0.546900
1606.042266,0.578151
1606.542289,0.500023
1607.214194,0.671906
1609.886192,0.531274
1610.401840,0.515649
1610.948740,0.546900
1611.495640,0.546900
1611.995663,0.500023
1612.589440,0.593777
1613.120715,0.531274
1613.651989,0.531274
1614.183263,0.531274
1614.667660,0.484397
1615.308315,0.640654
1619.105364,0.531274
1619.699141,0.593777
1620.136661,0.437520
1620.777315,0.640654
1621.261712,0.484397
1623.402435,0.453146
1624.011838,0.609403
1624.621241,0.609403
1625.136890,0.515649
1625.652538,0.515649
1626.230690,0.578151
1626.777590,0.546900
1627.308864,0.531274
1627.887016,0.578151
1628.465167,0.578151
1628.949564,0.484397
1629.543341,0.593777
1630.074616,0.531274
1630.652767,0.578151
1631.137164,0.484397
1631.715316,0.578151
1632.246590,0.531274
1632.824742,0.578151
1633.387267,0.562526
1633.887290,0.500023
1634.340436,0.453146
1637.153065,0.578151
1637.653088,0.500023
1638.262491,0.609403
1638.793765,0.531274
1639.371916,0.578151
1639.934442,0.562526
1640.450091,0.515649
1640.996991,0.546900
1641.512639,0.515649
1642.043914,0.531274
1642.575188,0.531274
1643.184591,0.609403
1643.731491,0.546900
1644.231514,0.500023
1644.747162,0.515649
1645.372191,0.625029
1645.872214,0.500023
1652.513143,0.562526
1653.060043,0.546900
1653.606943,0.546900
1654.122591,0.515649
1654.685117,0.562526
1655.169514,0.484397
1655.716414,0.546900
1656.278940,0.562526
1656.872717,0.593777
1657.388366,0.515649
1657.935266,0.546900
1658.450915,0.515649
1659.060318,0.609403
1659.700972,0.640654
1662.357343,0.531274
1665.107469,0.578151
1665.638744,0.531274
1666.154392,0.515649
1674.467273,0.578151
1675.029799,0.562526
1675.639201,0.609403
1676.248604,0.609403
1692.608728,0.609403
1693.233757,0.625029
1693.827534,0.593777
1694.452563,0.625029
1761.518132,0.421894
1761.940027,0.421894
1777.050093,0.640654
