1539435407.000000, 1539435407.000000, 1539435407.000000
32.000000, 32.000000, 32.000000
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
0,-62,12
-2,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-2,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-2,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-2,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-2,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-2,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-2,-61,12
-1,-62,11
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-2,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
0,-62,12
-2,-61,12
-2,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-2,-61,12
-1,-62,12
0,-62,12
-2,-61,12
-1,-61,11
-2,-61,12
-1,-62,12
-1,-61,12
-2,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-61,12
-1,-62,12
-1,-61,12
-1,-61,12
-1,-62,12
